,OVER,UNDER,OUTLIER_REMOVAL,Precision,Recall,F1,AUPRC,Accuracy,Balanced Accuracy,ROC_AUC
0,0.2,,0,0.2169865790149374,0.8679859822716965,0.34705299883063206,0.7510368165282916,0.9943575828233531,0.9312812101886594,0.9312812101886594
1,0.4666666666666667,,0,0.12380063155637014,0.8963100391671819,0.21746674944999408,0.7393278323752773,0.9888169864348072,0.9426435270489023,0.9426435270489023
2,0.7333333333333334,,0,0.08264364350505958,0.9045145330859616,0.15130793506942997,0.727663448235756,0.9823389126689552,0.9434940989295942,0.9434940989295942
3,1.0,,0,0.06139524751952643,0.9125953411667698,0.11502397280546997,0.7264608982835137,0.9756712442432132,0.9441878627997646,0.9441878627997646
4,,0.2,0,0.2015786067793087,0.8759431045145332,0.32683109547640343,0.7263424485107359,0.9936658888190767,0.9349062901360277,0.9349062901360277
5,,0.4666666666666667,0,0.09583773097104045,0.8984126984126984,0.17299889721231068,0.6874235787515344,0.9849687810576573,0.941765658423239,0.941765658423239
6,,0.7333333333333334,0,0.06478589520007934,0.9106369820655535,0.1207692944225756,0.6879912544317894,0.976482322673873,0.9436166814201992,0.9436166814201992
7,,1.0,0,0.04846258436155101,0.9167388167388169,0.09204330152527813,0.6951582715582799,0.9686700126551507,0.9427494094245761,0.9427494094245761
8,0.2,0.2,0,0.21980102731702217,0.8678829107400536,0.35053483633990823,0.748657152533478,0.994427805631551,0.9312648466789624,0.9312648466789624
9,0.2,0.4666666666666667,0,0.12683136516565882,0.8943310657596373,0.2221278097412756,0.7334153532739972,0.9891751272009068,0.9418351774641703,0.9418351774641704
10,0.2,0.7333333333333334,0,0.08407087048630413,0.9045351473922902,0.15378893442317745,0.7345036526556972,0.9827462035264402,0.9437084051682799,0.9437084051682799
11,0.2,1.0,0,0.0599553010713871,0.9044733044733044,0.11244292942152292,0.731871082850432,0.9753095974806152,0.9399527417852163,0.9399527417852165
12,0.4666666666666667,0.4666666666666667,0,0.12450466446048299,0.8862708719851577,0.21830620367887862,0.7299158456704283,0.9890171258978718,0.9377329774518758,0.9377329774518758
13,0.4666666666666667,0.7333333333333334,0,0.08078410209712258,0.9064935064935064,0.14829043836975095,0.7304070893186626,0.9819421606355023,0.9442831037734578,0.9442831037734578
14,0.4666666666666667,1.0,0,0.06174544691362103,0.9146567717996289,0.11567067216960258,0.738608039056461,0.9758011576927664,0.9452818881772181,0.9452818881772181
15,0.7333333333333334,0.7333333333333334,0,0.08223264875476465,0.9003710575139147,0.15065583413060754,0.7286498338494634,0.9824196743011852,0.9414663264637262,0.9414663264637261
16,0.7333333333333334,1.0,0,0.06137186027190985,0.9086167800453515,0.11496324122050239,0.7296021357488379,0.9757871181733314,0.9422601336872731,0.9422601336872731
17,1.0,1.0,0,0.06136970888379245,0.9085961657390229,0.11496040510567078,0.73351210821813,0.975818710050811,0.9422656540493648,0.9422656540493648
18,,,0,0.8716499321573948,0.6260358688930119,0.7275807418824901,0.7604702279568982,0.9991924357024032,0.8129370382574198,0.8129370382574198
19,0.2,,1,0.044450519500490344,0.8190682333539476,0.08426374854219952,0.25952723665198507,0.9689438605198586,0.8941357029457251,0.8941357029457251
20,0.4666666666666667,,1,0.03733878986631409,0.8413935271078128,0.07149648827489649,0.2583033805536412,0.9621287356558964,0.9018655376249193,0.9018655376249193
21,0.7333333333333334,,1,0.03267515459654761,0.861698618841476,0.0629336615913536,0.4055462694357428,0.9551099562095564,0.9084850303640579,0.9084850303640579
22,1.0,,1,0.02944401330974592,0.8497835497835498,0.05682333306755808,0.46770103077558023,0.9498782805952356,0.8999177144306666,0.8999177144306666
23,,0.2,1,0.09766392764327202,0.8291692434549578,0.17466231128077822,0.42261061925846466,0.9863872695907357,0.9079142033534922,0.9079142033534924
24,,0.4666666666666667,1,0.07218199150507654,0.8576582148010721,0.1324094233716676,0.5091421451858744,0.9788734006355831,0.9183706370419549,0.9183706370419549
25,,0.7333333333333334,1,0.03813471547743095,0.8657390228818802,0.07295135362820401,0.3389250783640628,0.96084722742554,0.9133752884840085,0.9133752884840085
26,,1.0,1,0.03030165125780071,0.8961863533292105,0.05852484475293933,0.32726413113771585,0.9478770844474609,0.9220762588094094,0.9220762588094094
27,0.2,0.2,1,0.04406599617194855,0.8109255823541538,0.08355093528857814,0.1989843140370589,0.9690105988441428,0.8901048255403712,0.8901048255403712
28,0.2,0.4666666666666667,1,0.038240337836440166,0.8375180375180374,0.07311244856043837,0.2768504785311669,0.9630381412062878,0.9003867907724545,0.9003867907724545
29,0.2,0.7333333333333334,1,0.0318995565665527,0.8698618841475984,0.06153431168915657,0.39227579319950445,0.9540917310075244,0.9120496308520909,0.9120496308520909
30,0.2,1.0,1,0.028328316504531055,0.8780045351473923,0.05488328500653672,0.4749034549261122,0.9477119609379596,0.912918522431864,0.912918522431864
31,0.4666666666666667,0.4666666666666667,1,0.037626575274341226,0.8272727272727274,0.07197708114265688,0.2874248107029457,0.9631645307835563,0.8953362387748542,0.8953362387748545
32,0.4666666666666667,0.7333333333333334,1,0.031729258217351994,0.8638012780869925,0.0612075024782732,0.43889042659962,0.9541970497171995,0.9090773620443932,0.9090773620443929
33,0.4666666666666667,1.0,1,0.029283156883305204,0.8719027004741291,0.05661222198071779,0.45070611617255196,0.9486950829649186,0.9103652925193924,0.9103652925193924
34,0.7333333333333334,0.7333333333333334,1,0.03214220964566816,0.8678829107400535,0.06197665508538332,0.3731377376982977,0.954376143462053,0.9112043503984284,0.9112043503984284
35,0.7333333333333334,1.0,1,0.028762889469841107,0.8760461760461761,0.055682537625123915,0.4614477658653778,0.9482175803329108,0.9121943417381576,0.9121943417381575
36,1.0,1.0,1,0.028378762152307568,0.8780457637600495,0.054975631058148774,0.4654994469634131,0.9477119449730329,0.9129391367381924,0.9129391367381924
37,,,1,0.2970634920634921,0.1911358482787054,0.22839381148136656,0.12397855524069815,0.9977774437348048,0.5951546501298914,0.5951546501298914
